plot,quad,date,device,reading,notes
PPW1342,D3,20180505,1591,8.1,
PPW1342,D2,20180505,1591,13.5,
PPW1342,D1,20180505,1591,9.5,
PPW1304,A1,20180506,1591,10.6,
PPW1304,A2,20180506,1591,9.9,
PPW1304,A3,20180506,1591,14.1,
PPW1304,A4,20180506,1591,10.7,
PPW1304,B4,20180506,1591,15,
PPW1304,B3,20180506,1591,14.5,
PPW1304,B2,20180506,1591,17.1,
PPW1304,B1,20180506,1591,11.9,
PPW1304,C1,20180506,1591,15.1,
PPW1304,C2,20180506,1591,9.8,
PPW1304,C3,20180506,1591,12.1,
PPW1304,C4,20180506,1591,NA,rocky
PPW1304,D4,20180506,1591,15.1,
PPW1304,D3,20180506,1591,NA,rocky
PPW1304,D2,20180506,1591,6.6,
PPW1304,D1,20180506,1591,8.8,
PPW1303,A1,20180506,1591,10.8,
PPW1303,A2,20180506,1591,11.6,
PPW1303,A3,20180506,1591,9.8,
PPW1303,A4,20180506,1591,13.1,
PPW1303,B4,20180506,1591,10.9,
PPW1303,B3,20180506,1591,14.5,
PPW1303,B2,20180506,1591,11.1,
PPW1303,B1,20180506,1591,9.5,
PPW1303,C1,20180506,1591,7.3,
PPW1303,C2,20180506,1591,9.4,
PPW1303,C3,20180506,1591,15.6,
PPW1303,C4,20180506,1591,12.4,
PPW1303,D4,20180506,1591,23.2,
PPW1303,D3,20180506,1591,16.7,
PPW1303,D2,20180506,1591,12.8,
PPW1303,D1,20180506,1591,11,
PPW1335,A1,20180506,1591,10.1,
PPW1335,A2,20180506,1591,10.1,
PPW1335,A3,20180506,1591,8.4,
PPW1335,A4,20180506,1591,13.9,
PPW1335,B4,20180506,1591,10.4,
PPW1335,B3,20180506,1591,11,
PPW1335,B2,20180506,1591,9.8,
PPW1335,B1,20180506,1591,12.9,
PPW1335,C1,20180506,1591,10.9,
PPW1335,C2,20180506,1591,10.7,
PPW1335,C3,20180506,1591,10.8,
PPW1335,C4,20180506,1591,9.3,
PPW1335,D4,20180506,1591,12.2,
PPW1335,D3,20180506,1591,8.7,
PPW1335,D2,20180506,1591,10,
PPW1335,D1,20180506,1591,7.2,
PPW1332,A1,20180506,1591,18.1,
PPW1332,A2,20180506,1591,16.2,
PPW1332,A3,20180506,1591,18.3,
PPW1332,A4,20180506,1591,12.7,
PPW1332,B4,20180506,1591,15.4,
PPW1332,B3,20180506,1591,10.3,
PPW1332,B2,20180506,1591,12.9,
PPW1332,B1,20180506,1591,15.9,
PPW1332,C1,20180506,1591,14.6,
PPW1332,C2,20180506,1591,11.5,
PPW1332,C3,20180506,1591,10.9,
PPW1332,C4,20180506,1591,9.1,
PPW1332,D4,20180506,1591,16.3,
PPW1332,D3,20180506,1591,12,
PPW1332,D2,20180506,1591,13.8,
PPW1332,D1,20180506,1591,16.8,
PPW1334,A1,20180506,1591,13.7,
PPW1334,A2,20180506,1591,8.8,
PPW1334,A3,20180506,1591,8,
PPW1334,A4,20180506,1591,14.8,
PPW1334,B4,20180506,1591,14.8,
PPW1334,B3,20180506,1591,9.9,
PPW1334,B2,20180506,1591,12.7,
PPW1334,B1,20180506,1591,17.4,
PPW1334,C1,20180506,1591,8.1,
PPW1334,C2,20180506,1591,10.6,
PPW1334,C3,20180506,1591,6,
PPW1334,C4,20180506,1591,12.6,
PPW1334,D4,20180506,1591,12.9,
PPW1334,D3,20180506,1591,9.5,
PPW1334,D2,20180506,1591,11.6,
PPW1334,D1,20180506,1591,12.8,
PPW1348,A1,20180507,1591,8.3,
PPW1348,A2,20180507,1591,10.8,
PPW1348,A3,20180507,1591,7.7,
PPW1348,A4,20180507,1591,12,
PPW1348,B4,20180507,1591,10.3,
PPW1348,B3,20180507,1591,9.2,
PPW1348,B2,20180507,1591,8.9,
PPW1348,B1,20180507,1591,9.7,
PPW1348,C1,20180507,1591,10.3,
PPW1348,C2,20180507,1591,7.5,
PPW1348,C3,20180507,1591,7.8,
PPW1348,C4,20180507,1591,6.6,
PPW1348,D4,20180507,1591,15.5,
PPW1348,D3,20180507,1591,9.6,
PPW1348,D2,20180507,1591,8.4,
PPW1348,D1,20180507,1591,4.8,
PPW1350,A1,20180507,1591,5.4,
PPW1350,A2,20180507,1591,6.8,
PPW1350,A3,20180507,1591,7.9,
PPW1350,A4,20180507,1591,7.8,
PPW1350,B4,20180507,1591,10.9,
PPW1350,B3,20180507,1591,9.6,
PPW1350,B2,20180507,1591,7.4,
PPW1350,B1,20180507,1591,6.3,
PPW1350,C1,20180507,1591,11.3,
PPW1350,C2,20180507,1591,10.6,
PPW1350,C3,20180507,1591,11.3,
PPW1350,C4,20180507,1591,14.1,
PPW1350,D4,20180507,1591,12.9,
PPW1350,D3,20180507,1591,8.4,
PPW1350,D2,20180507,1591,5.3,
PPW1350,D1,20180507,1591,6.3,
PPW1347,A1,20180507,1591,10.1,
PPW1347,A2,20180507,1591,12.3,
PPW1347,A3,20180507,1591,10.2,
PPW1347,A4,20180507,1591,6.2,
PPW1347,B4,20180507,1591,4.3,
PPW1347,B3,20180507,1591,4.9,
PPW1347,B2,20180507,1591,8.2,
PPW1347,B1,20180507,1591,6.7,
PPW1347,C1,20180507,1591,8.9,
PPW1347,C2,20180507,1591,5.3,
PPW1347,C3,20180507,1591,18.5,
PPW1347,C4,20180507,1591,12.8,
PPW1347,D4,20180507,1591,14.3,
PPW1347,D3,20180507,1591,18.2,
PPW1347,D2,20180507,1591,19.8,
PPW1347,D1,20180507,1591,24.3,
PPW1327,A1,20180507,1591,13.8,
PPW1327,A2,20180507,1591,12.3,
PPW1327,A3,20180507,1591,8.7,
PPW1327,A4,20180507,1591,9.2,
PPW1327,B4,20180507,1591,10.8,
PPW1327,B3,20180507,1591,18.4,
PPW1327,B2,20180507,1591,7.9,
PPW1327,B1,20180507,1591,12.4,
PPW1327,C1,20180507,1591,11.5,
PPW1327,C2,20180507,1591,9.6,
PPW1327,C3,20180507,1591,10.5,
PPW1327,C4,20180507,1591,9.8,
PPW1327,D4,20180507,1591,16.2,
PPW1327,D3,20180507,1591,10.1,
PPW1327,D2,20180507,1591,9.6,
PPW1327,D1,20180507,1591,11.1,
